,chembl_id,standardized_smiles,wd_consensus_1,wd_chembl,wd_withdrawn,wd_drugbank,atc_code,name
437,CHEMBL312448,Cc1cc(C(C)(C)C)cc(C)c1CC1=NCCN1,0,0.0,None,0,"R01AA07, R01AB06, S01GA03, S01GA53",XYLOMETAZOLINE
438,CHEMBL3039597,CNC(C)C1CCC(N)C(OC2C(N)CC(N)C(OC3OCC(C)(O)C(NC)C3O)C2O)O1,0,None,None,0,"S01AA11, S02AA14, J01GB03, S03AA06, D06AX07",GENTAMICIN
439,CHEMBL3127326,COC(=O)NC(C(=O)N1CCCC1C(=O)Nc1ccc(C2CCC(c3ccc(NC(=O)C4CCCN4C(=O)C(NC(=O)OC)C(C)C)cc3)N2c2ccc(C(C)(C)C)cc2)cc1)C(C)C,0,0.0,None,0,None,OMBITASVIR
440,CHEMBL3137301,CCOC(=O)C(C)CC(Cc1ccc(-c2ccccc2)cc1)NC(=O)CCC(=O)O,0,0.0,None,0,None,SACUBITRIL
441,CHEMBL3137309,CC1(C)CCC(CN2CCN(c3ccc(C(=O)NS(=O)(=O)c4ccc(NCC5CCOCC5)c([N+](=O)[O-])c4)c(Oc4cnc5[nH]ccc5c4)c3)CC2)=C(c2ccc(Cl)cc2)C1,0,0.0,None,0,L01XX52,VENETOCLAX
442,CHEMBL3137312,COc1c(-c2ccc3cc(NS(C)(=O)=O)ccc3c2)cc(-n2ccc(=O)[nH]c2=O)cc1C(C)(C)C,0,0.0,None,0,J05AP09,DASABUVIR
443,CHEMBL3137320,Cn1ncnc1C1c2n[nH]c(=O)c3cc(F)cc(c23)NC1c1ccc(F)cc1,0,0.0,None,0,L01XK04,TALAZOPARIB
444,CHEMBL3137321,COc1ccc2c3c1OC1C(OC(=O)c4ccccc4)=CCC4C(C2)N(C)CCC314,0,0.0,None,0,None,BENZHYDROCODONE
445,CHEMBL3039598,CCC(=O)OC(OP(=O)(CCCCc1ccccc1)CC(=O)N1CC(C2CCCCC2)CC1C(=O)O)C(C)C,0,0.0,None,0,C09AA09,FOSINOPRIL
446,CHEMBL3039520,CN1CCC(C(=O)c2cccc(NC(=O)c3c(F)cc(F)cc3F)n2)CC1,0,0.0,None,0,None,LASMIDITAN
447,CHEMBL315985,NC(=O)N1c2ccccc2CC(O)c2ccccc21,0,0.0,None,0,N03AF04,ESLICARBAZEPINE
448,CHEMBL30008,Fc1ccc(C(c2ccc(F)cc2)N2CCN(CC=Cc3ccccc3)CC2)cc1,0,0.0,None,0,N07CA03,FLUNARIZINE
449,CHEMBL295124,COc1ccc2cc3[n+](cc2c1OC)CCc1cc2c(cc1-3)OCO2,0,None,None,0,None,BERBERINE
450,CHEMBL296306,OCC1OC(OC2C(CO)OC(O)(CO)C2O)C(O)C(O)C1O,0,0.0,None,0,"A06AD11, A06AD61",LACTULOSE
451,CHEMBL297302,O=C(CCCN1CCC(n2c(=O)[nH]c3ccccc32)CC1)c1ccc(F)cc1,0,0.0,None,0,N05AD07,BENPERIDOL
452,CHEMBL298470,COc1cc(C)c2c(Oc3cccc(C(F)(F)F)c3)c(OC)cc(NC(C)CCCN)c2n1,0,0.0,None,0,P01BA07,TAFENOQUINE
453,CHEMBL298734,NC(=O)N1CCC(CC(=O)N2CCC(C3c4ncc(Br)cc4CCc4cc(Cl)cc(Br)c43)CC2)CC1,0,None,None,0,None,LONAFARNIB
454,CHEMBL30,CNC(=NC#N)NCCSCc1nc[nH]c1C,0,0.0,None,0,"A02BA01, A02BA51",CIMETIDINE
455,CHEMBL301265,CCCNC1CCc2nc(N)sc2C1,0,0.0,None,0,N04BC05,PRAMIPEXOLE
456,CHEMBL3039514,COC(=O)NC(C(=O)N1CCCC1c1ncc(-c2ccc3c(c2)OC(c2ccccc2)n2c-3cc3cc(-c4cnc(C5CCCN5C(=O)C(NC(=O)OC)C(C)C)[nH]4)ccc32)[nH]1)C(C)C,0,0.0,None,0,J05AP10,ELBASVIR
457,CHEMBL301267,CCOC1OC2OC3(C)CCC4C(C)CCC(C1C)C24OO3,0,0.0,None,0,P01BE04,ARTEMOTIL
458,CHEMBL301523,NC(Cc1ccccc1)C(=O)O,0,None,None,0,None,PHENYLALANINE
459,CHEMBL302795,CN1C(C(=O)Nc2ccccn2)C(=O)c2sccc2S1(=O)=O,0,0.0,None,0,M01AC02,TENOXICAM
460,CHEMBL3039111,CC1CCC(C(C)C)C(OC(=O)c2ccccc2O)C1,0,None,None,0,None,MENTHYL BENZOATE
461,CHEMBL3039502,CC(Nc1ncnc2[nH]cnc12)c1cc2cccc(Cl)c2c(=O)n1-c1ccccc1,0,0.0,None,0,L01EM04,DUVELISIB
462,CHEMBL3039507,CCOc1ccc(Cc2cc(C3OC(SC)C(O)C(O)C3O)ccc2Cl)cc1,0,0.0,None,0,A10BK06,SOTAGLIFLOZIN
463,CHEMBL313972,CC(Cc1ccc(O)c(O)c1)C(C)Cc1ccc(O)c(O)c1,0,0.0,None,0,L01XX10,MASOPROCOL
464,CHEMBL316160,Cn1c(=O)c2[nH]c(Br)nc2n(C)c1=O,0,None,None,0,None,PAMABROM
465,CHEMBL237500,CC#CCn1c(N2CCCC(N)C2)nc2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C,0,0.0,None,0,A10BH05,LINAGLIPTIN
466,CHEMBL3301668,CCC(C)C1NC(=O)C(Cc2ccc(OC)cc2)NC(=O)CCCSCC(C(=O)N2CCCC2C(=O)NC(CC(C)C)C(=O)NCC(N)=O)NC(=O)C(CC(N)=O)NC(=O)C(CCC(N)=O)NC1=O,0,0.0,None,0,H01BB03,CARBETOCIN
467,CHEMBL324794,OCC=Cc1ccccc1,0,None,None,0,None,CINNAMIC ALCOHOL
468,CHEMBL325041,B(C(NC(=O)C(NC(=O)c1nccnc1)Cc2ccccc2)CC(C)C)(O)O,0,0.0,None,0,L01XG01,BORTEZOMIB
469,CHEMBL3291398,C=CC1(C)CC(OC(=O)CSC2CCC(N)CC2O)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0,0.0,None,0,J01XX12,LEFAMULIN
470,CHEMBL3301607,O=C(Nc1nc2cccc(-c3ccc(CN4CCS(=O)(=O)CC4)cc3)n2n1)C1CC1,0,None,None,0,L04AA45,FILGOTINIB
471,CHEMBL3301610,CCN1CCN(Cc2ccc(Nc3ncc(F)c(-c4cc(F)c5nc(C)n(C(C)C)c5c4)n3)nc2)CC1,0,0.0,None,0,L01EF03,ABEMACICLIB
472,CHEMBL3301622,CCc1nc(C(N)=O)c(Nc2ccc(N3CCC(N4CCN(C)CC4)CC3)c(OC)c2)nc1NC1CCOCC1,0,0.0,None,0,L01EX13,GILTERITINIB
473,CHEMBL3301675,CC1NC(=O)C2CCCN2C(=O)C(CC(N)=O)NC(=O)C2CSSCC(N)C(=O)NC3CSSCC(NC1=O)C(=O)NC(C(C)O)C(=O)NCC(=O)NC(C(=O)NC(Cc1ccc(O)cc1)C(=O)O)CSSCC(NC(=O)C(Cc1ccc(O)cc1)NC(=O)C(CCC(=O)O)NC3=O)C(=O)N2,0,0.0,None,0,A06AX04,LINACLOTIDE
474,CHEMBL323404,CC1CC2C(C(=O)CC3(C)C2CCC3(O)C(=O)CO)C2(C)C=CC(=O)C=C12,0,None,None,0,None,CHEMBL323404
475,CHEMBL3301800,CC=CC1=C(C(=O)O)N2C(=O)C(NC(=O)C(N)c3ccc(O)cc3)C2SC1,0,0.0,None,0,None,CEFPROZIL
476,CHEMBL3305965,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)COC(=O)c1cccc(S(=O)(=O)O)c1,0,None,None,0,None,CHEMBL3305965
477,CHEMBL3306803,CN1CCN2c3c(cccc31)C1CN(CCCC(=O)c3ccc(F)cc3)CCC12,0,0.0,None,0,None,LUMATEPERONE
478,CHEMBL331378,CC(CSC(=O)c1ccccc1)C(=O)N1CC(Sc2ccccc2)CC1C(=O)O,0,None,None,0,C09AA15,ZOFENOPRIL
479,CHEMBL3317857,C(=O)(NC1B(OC(CC(=O)O)CC1)O)Cc2sccc2,0,0.0,None,0,None,VABORBACTAM
480,CHEMBL333826,Cc1cc(N)c2ccccc2[n+]1CCCCCCCCCC[n+]1c(C)cc(N)c2ccccc21,0,0.0,None,0,"G01AC05, D08AH01, R02AA02",DEQUALINIUM
481,CHEMBL3237547,O=C1NC(O)CCN1C1OC(CO)C(O)C1(F)F,0,0.0,None,0,None,CEDAZURIDINE
482,CHEMBL3218576,COc1c(OCCCN2CCOCC2)ccc2c1N=C(NC(=O)c1cnc(N)nc1)N1CCN=C21,0,0.0,None,0,L01EM02,COPANLISIB
483,CHEMBL316257,CCCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCC,0,None,None,0,None,CHEMBL316257
484,CHEMBL3183549,CC(=C(CCOP(=O)(O)O)SC(=O)c1ccccc1)N(C=O)Cc1cnc(C)nc1N,0,None,None,0,A11DA03,BENFOTIAMINE
485,CHEMBL31634,O=c1[nH]c(=O)n(C2CC(O)C(CO)O2)cc1C=CBr,0,None,None,0,J05AB15,BRIVUDINE
486,CHEMBL317052,CNC(=O)c1cnn(-c2nc(N)c3ncn(C4OC(CO)C(O)C4O)c3n2)c1,0,0.0,None,0,None,REGADENOSON
487,CHEMBL3182343,CC(C)(C)C(=O)OCOC(=O)C1N2C(=O)C(NC(=O)C(N)c3ccccc3)C2SC1(C)C,0,0.0,None,0,J01CA02,PIVAMPICILLIN
488,CHEMBL3182813,CCN(CC)C(=S)S,0,None,None,0,None,CHEMBL3182813
489,CHEMBL3183075,CNC(=C[N+](=O)[O-])NCCSCc1csc(CN(C)C)n1,0,0.0,None,0,A02BA04,NIZATIDINE
490,CHEMBL3183409,CNC(=O)c1ccc(N2C(=S)N(c3cnc(C#N)c(C(F)(F)F)c3)C(=O)C23CCC3)cc1F,0,0.0,None,0,L02BB05,APALUTAMIDE
491,CHEMBL3186027,CC(CC=O)CCCC(C)(C)O,0,None,None,0,None,CHEMBL3186027
492,CHEMBL32,COc1c(N2CC3CCCNC3C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,0,0.0,None,0,"J01MA14, S01AE07",MOXIFLOXACIN
493,CHEMBL3186475,CC(O)CCO,0,None,None,0,None,CHEMBL3186475
494,CHEMBL3187032,O=C1C(N(CO)C(=O)NCO)N(CO)C(=O)N1CO,0,None,None,0,None,CHEMBL3187032
495,CHEMBL3187365,CN1CC2c3ccccc3Oc3ccc(Cl)cc3C2C1,0,0.0,None,0,N05AH05,ASENAPINE
496,CHEMBL3187723,Cn1cnc2c(F)c(Nc3ccc(Br)cc3F)c(C(=O)NOCCO)cc21,0,0.0,None,0,L01EE03,BINIMETINIB
497,CHEMBL3188084,N#CCCC(Br)(C#N)CBr,0,None,None,0,None,CHEMBL3188084
498,CHEMBL3188202,CCCCCON=O,0,None,None,0,None,CHEMBL3188202
499,CHEMBL294199,COc1cc(CNC(=O)CCCCC=CC(C)C)ccc1O,0,0.0,None,0,"M02AB01, N01BX04",CAPSAICIN
500,CHEMBL29411,Cc1ccc(C(C)C)c(O)c1,0,0.0,None,0,None,THYMOL
501,CHEMBL293492,O=CC=Cc1ccccc1,0,None,None,0,None,CINNAMALDEHYDE
502,CHEMBL256147,CNC(=N)NCCCC(N)C(=O)O,0,None,None,0,None,TILARGININE
503,CHEMBL252557,O=C(O)CO,0,None,None,0,None,GLYCOLIC ACID
504,CHEMBL253363,CC(=O)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C,0,None,None,0,None,PREGNENOLONE
505,CHEMBL253371,CCN(CCCc1ccccc1)CCCc1ccccc1,0,0.0,None,0,"A03AX08, A03AX58",ALVERINE
506,CHEMBL253376,CN(Cc1cc(Br)cc(Br)c1N)C1CCCCC1,0,0.0,None,0,R05CB02,BROMHEXINE
507,CHEMBL253582,OCC1OC(OC2(CO)OC(CO)C(O)C2O)C(O)C(O)C1O,0,0.0,None,0,None,SUCROSE
508,CHEMBL256087,CC1CCC(C(C)C)C(O)C1,0,0.0,None,0,None,MENTHOL
509,CHEMBL256997,O=C(O)c1cccc(-c2noc(-c3ccccc3F)n2)c1,0,0.0,None,0,M09AX03,ATALUREN
510,CHEMBL25105,N=C(N)c1ccc(OCCCCCCOc2ccc(C(=N)N)cc2)cc1,0,0.0,None,0,"D08AC04, R01AX07, R02AA18, S01AX08, S03AA05",HEXAMIDINE
511,CHEMBL25719,CC(C)=CCCC(C)=CCO,0,None,None,0,None,GERANIOL
512,CHEMBL258558,CC(C)(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1,0,None,None,0,None,CHEMBL258558
513,CHEMBL259209,CCN(CC)C(=O)C1(c2ccccc2)CC1CN,0,0.0,None,0,N06AX17,MILNACIPRAN
514,CHEMBL26,CCN1CCCC1CNC(=O)c1cc(S(N)(=O)=O)ccc1OC,0,0.0,None,0,N05AL01,SULPIRIDE
515,CHEMBL262777,CNC(CC(C)C)C(=O)NC1C(=O)NC(CC(N)=O)C(=O)NC2C(=O)NC3C(=O)NC(C(=O)NC(C(=O)O)c4cc(O)cc(O)c4-c4cc3ccc4O)C(O)c3ccc(c(Cl)c3)Oc3cc2cc(c3OC2OC(CO)C(O)C(O)C2OC2CC(C)(N)C(O)C(C)O2)Oc2ccc(cc2Cl)C1O,0,0.0,None,0,"A07AA09, J01XA01, S01AA28",VANCOMYCIN
516,CHEMBL264241,CCCCCOc1ccc(-c2ccc(-c3ccc(C(=O)NC4CC(O)C(O)NC(=O)C5C(O)C(C)CN5C(=O)C(C(C)O)NC(=O)C(C(O)C(O)c5ccc(O)cc5)NC(=O)C5CC(O)CN5C(=O)C(C(C)O)NC4=O)cc3)cc2)cc1,0,0.0,None,0,J02AX06,ANIDULAFUNGIN
517,CHEMBL251940,N#Cc1ccc2c(c1)N(CCCN1CCC(O)CC1)c1ccccc1S2,0,0.0,None,0,N05AC01,PERICIAZINE
518,CHEMBL250270,COC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)(C)CN(C)CCC(c2ccccc2)c2ccccc2)C1c1cccc([N+](=O)[O-])c1,0,0.0,None,0,C08CA13,LERCANIDIPINE
519,CHEMBL291747,CC(O)C(N)C(=O)O,0,None,None,0,None,THREONINE
520,CHEMBL243712,CCN1CCCC1CNC(=O)c1cc(S(=O)(=O)CC)c(N)cc1OC,0,0.0,None,0,N05AL05,AMISULPRIDE
521,CHEMBL238804,CC(C)N(CCCCOCC(=O)NS(C)(=O)=O)c1cnc(-c2ccccc2)c(-c2ccccc2)n1,0,0.0,None,0,B01AC27,SELEXIPAG
522,CHEMBL239243,NCCS(=O)(=O)O,0,0.0,None,0,None,TAURINE
523,CHEMBL2396661,Cc1nc(NC(=O)N2CCCC2C(N)=O)sc1-c1ccnc(C(C)(C)C(F)(F)F)c1,0,0.0,None,0,L01EM03,ALPELISIB
524,CHEMBL24,CC(C)NCC(O)COc1ccc(CC(N)=O)cc1,0,0.0,None,0,C07AB03,ATENOLOL
525,CHEMBL2403108,Cc1cc(Nc2ncc(Cl)c(Nc3ccccc3S(=O)(=O)C(C)C)n2)c(OC(C)C)cc1C1CCNCC1,0,0.0,None,0,L01ED02,CERITINIB
526,CHEMBL240597,CC(CCC(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CCC12C,0,0.0,None,0,A05AA01,CHENODIOL
527,CHEMBL2443262,COc1ccsc1CNCCC1(c2ccccn2)CCOC2(CCCC2)C1,0,0.0,None,0,None,OLICERIDINE
528,CHEMBL25,CC(=O)Oc1ccccc1C(=O)O,0,0.0,None,0,"A01AD05, B01AC06, N02BA01, N02BA51, N02BA71",ASPIRIN
529,CHEMBL24441,CNCCc1ccccn1,0,0.0,None,0,N07CA01,BETAHISTINE
530,CHEMBL24778,CC(Cc1cc2c(c(C(N)=O)c1)N(CCCO)CC2)NCCOc1ccccc1OCC(F)(F)F,0,0.0,None,0,G04CA04,SILODOSIN
531,CHEMBL24828,COc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCC1CCN(C)CC1,0,0.0,None,0,L01EX04,VANDETANIB
532,CHEMBL24924,O=C1c2ccccc2C(=O)C1c1ccc(F)cc1,0,0.0,None,0,B01AA12,FLUINDIONE
533,CHEMBL249837,C=C1c2cccc(O)c2C(=O)C2C(=O)C3(O)C(=O)C(C(N)=O)C(=O)C(N(C)C)C3C(O)C12,0,0.0,None,0,J01AA05,METHACYCLINE
534,CHEMBL249856,CSc1ccc(C(=O)c2[nH]c(=O)[nH]c2C)cc1,0,0.0,None,0,C01CE03,ENOXIMONE
535,CHEMBL264374,CC(C)(Oc1ccc(CCNC(=O)c2ccc(Cl)cc2)cc1)C(=O)O,0,0.0,None,0,C10AB02,BEZAFIBRATE
536,CHEMBL267476,CCCCCC=CCC=CCCCCCCCC(=O)O,0,None,None,0,None,LINOLEIC ACID
537,CHEMBL267648,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(C)CC3)cc21,0,0.0,None,0,J01MA03,PEFLOXACIN
538,CHEMBL285674,Clc1ccc2c(c1)C(c1ccccc1)=NCc1nncn1-2,0,0.0,None,0,N05CD04,ESTAZOLAM
539,CHEMBL28218,O=C(CCCN1CCC(O)(c2ccc(Br)cc2)CC1)c1ccc(F)cc1,0,0.0,None,0,N05AD06,BROMPERIDOL
540,CHEMBL282575,CC12CCC3c4ccc(OC(=O)c5ccccc5)cc4CCC3C1CCC2O,0,0.0,None,0,G03CA03,ESTRADIOL BENZOATE
541,CHEMBL283800,CN(CC(=O)O)C(=N)N,0,None,None,0,None,CREATINE
542,CHEMBL284348,Nc1ccncc1,0,0.0,None,0,N07XX07,DALFAMPRIDINE
543,CHEMBL284906,O=C(NCCO[N+](=O)[O-])c1cccnc1,0,0.0,None,0,C01DX16,NICORANDIL
544,CHEMBL285123,NC(CO)C(=O)O,0,None,None,0,None,(D)-SERINE
545,CHEMBL286398,C(O)(CO)C,0,None,None,0,None,PROPYLENE GLYCOL
546,CHEMBL267936,CNC1(C)C2CCC(C2)C1(C)C,0,0.0,None,0,C02BB01,MECAMYLAMINE
547,CHEMBL288441,COc1cc(Nc2c(C#N)cnc3cc(OCCCN4CCN(C)CC4)c(OC)cc23)c(Cl)cc1Cl,0,0.0,None,0,L01EA04,BOSUTINIB
548,CHEMBL289469,CN1C2CCCC1CC(NC(=O)c1nn(C)c3ccccc13)C2,0,None,None,0,A04AA02,GRANISETRON
549,CHEMBL289480,C1COC(NC(C2CC2)C2CC2)=N1,0,None,None,0,C02AC06,RILMENIDINE
550,CHEMBL290916,CC1=NN(c2ccccc2)C(=O)C1,0,0.0,None,0,N07XX14,EDARAVONE
551,CHEMBL290960,CC1CS(=O)(=O)CCN1N=Cc1ccc([N+](=O)[O-])o1,0,0.0,None,0,P01CC01,NIFURTIMOX
552,CHEMBL291157,CCn1cc(C(=O)O)c(=O)c2ccc(-c3ccncc3)cc21,0,0.0,None,0,J01MB01,ROSOXACIN
553,CHEMBL282121,CCN(CCCCOC(=O)c1ccc(OC)c(OC)c1)C(C)Cc1ccc(OC)cc1,0,0.0,None,0,A03AA04,MEBEVERINE
554,CHEMBL279898,CCCn1c(=O)[nH]c(=O)c2[nH]cnc21,0,None,None,0,None,ENPROFYLLINE
555,CHEMBL279816,ClC=C(Cl)Cl,0,0.0,None,0,N01AB05,TRICHLOROETHYLENE
556,CHEMBL278398,CN1CCC2=C(C1)C(c1ccccc1)c1ccccc12,0,0.0,None,0,R06AX04,PHENINDAMINE
557,CHEMBL278172,CCOC(=O)c1ccc(N)cc1,0,0.0,None,0,"C05AD03, D02BA01, D04AB04, N01BA05, R02AD01",BENZOCAINE
558,CHEMBL27810,CCN(CC)C(=O)Nc1ccc(OCC(O)CNC(C)(C)C)c(C(C)=O)c1,0,0.0,None,0,C07AB08,CELIPROLOL
559,CHEMBL278020,CN(C)C(=O)Oc1cccc([N+](C)(C)C)c1,0,0.0,None,0,"N07AA01, S01EB06, N07AA51",NEOSTIGMINE
560,CHEMBL277945,CCN1CCCC1CNC(=O)c1cc(S(=O)(=O)CC)ccc1OC,0,None,None,0,N05AL02,SULTOPRIDE
561,CHEMBL277535,c1ccc(-c2ccc(C(c3ccccc3)n3ccnc3)cc2)cc1,0,0.0,None,0,"D01AC10, D01AC60",BIFONAZOLE
562,CHEMBL277474,Cc1cc(=O)n(-c2ccccc2)n1C,0,0.0,None,0,"N02BB01, S02DA03, N02BB71, N02BB51",ANTIPYRINE
563,CHEMBL277062,O=C1CN=C(c2ccccn2)c2cc(Br)ccc2N1,0,0.0,None,0,N05BA08,BROMAZEPAM
564,CHEMBL27577,NC(=O)c1ccccc1O,0,None,None,0,"N02BA05, N02BA55, N02BA75",SALICYLAMIDE
565,CHEMBL275638,O=c1cc(-c2ccccc2)oc2ccccc12,0,None,None,0,None,FLAVONE
566,CHEMBL274323,C(=O)(C(CC(=O)O)N)O,0,None,None,0,None,ASPARTIC ACID
567,CHEMBL270190,CC1CN(CC(Cc2ccccc2)C(=O)NCC(=O)O)CCC1(C)c1cccc(O)c1,0,0.0,None,0,A06AH02,ALVIMOPAN
568,CHEMBL27,CC(C)NCC(O)COc1cccc2ccccc12,0,0.0,None,0,C07AA05,PROPRANOLOL
569,CHEMBL269732,C=CCC1C=C(C)CC(C)CC(OC)C2OC(O)(C(=O)C(=O)N3CCCCC3C(=O)OC(C(C)=CC3CCC(O)C(OC)C3)C(C)C(O)CC1=O)C(C)CC2OC,0,0.0,None,0,"D11AH01, L04AD02",TACROLIMUS
570,CHEMBL554,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,0,0.0,None,0,L01EH01,LAPATINIB
571,CHEMBL556,CC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCN,0,0.0,None,0,V03AC01,DEFEROXAMINE
572,CHEMBL2010507,CNC(C)Cc1ccccc1OC,0,0.0,None,0,R03CB02,METHOXYPHENAMINE
573,CHEMBL2110771,CC[N+](C)(C)CCC(C(N)=O)(c1ccccc1)c1ccccc1,0,0.0,None,None,None,AMBUTONIUM
574,CHEMBL2106439,CCCCCCCCCCCCCCCC(=O)OCCC1CCN(CCCN2c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1,0,0.0,None,None,N05AC04,PIPOTIAZINE PALMITATE
575,CHEMBL2107011,COc1cc2[nH]c(C)c(CCN3CCN(c4ccccc4)CC3)c2cc1OC,0,0.0,None,None,N05AE01,OXYPERTINE
576,CHEMBL2107062,CCC(C(=O)NC(N)=O)c1ccccc1,0,0.0,None,None,N03AX13,PHENETURIDE
577,CHEMBL2107175,N#Cc1c(N(CC(=O)O)CC(=O)O)sc(C(=O)O)c1CC(=O)O,0,0.0,None,None,None,RANELIC ACID
578,CHEMBL2107430,Fc1ccc(C(c2ccccc2)(c2ccccc2F)n2ccnc2)cc1,0,0.0,None,None,"D01AC16, G01AF18",FLUTRIMAZOLE
579,CHEMBL2110674,CC(=O)NC1CC(O)C(CO)OC1OC1C(C(=O)O)OC(O)C(O)C1O,0,0.0,None,None,S01KA51,HYALURONATE
580,CHEMBL2110805,CC[N+](C)(C)C(C)CC(c1ccccc1)c1ccccc1,0,0.0,None,None,"N05CX05, G04BD01",EMEPRONIUM
581,CHEMBL2105618,C=CCC1(O)CCC2C3CCC4=CCCCC4C3CCC21C,0,0.0,None,None,G03DC01,ALLYLESTRENOL
582,CHEMBL2110816,CC(CC1c2ccccc2CCc2ccccc21)CN(C)C,0,0.0,None,None,N06AA15,BUTRIPTYLINE
583,CHEMBL2110848,CC[N+](C)(C)CCOC(=O)C(O)(c1ccccc1)c1ccccc1,0,0.0,None,None,None,LACHESINE
584,CHEMBL2110900,CN(C)C(CCOc1cccc2ccccc12)c1ccccc1,0,0.0,None,None,G04BX14,DAPOXETINE
585,CHEMBL2110948,C[N+]1(C)CCCC1COC(=O)C(O)(c1ccccc1)c1ccccc1,0,0.0,None,None,A03AB11,POLDINE
586,CHEMBL2111030,CN(C)CCCN1c2ccccc2Sc2cccnc21,0,0.0,None,None,N05AX07,PROTHIPENDYL
587,CHEMBL2111157,CCC(=O)C(CC(C)N1CCCCC1)(c1ccccc1)c1ccccc1,0,0.0,None,None,None,DIPIPANONE
588,CHEMBL2105774,CCCCCCCCCCCCCCCCCC(=O)OCC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(O)CC21C,0,0.0,None,None,"A07EA01, C05AA04, D07AA03, D07XA02, H02AB06, R01AD02, S01BA04, S01CB02, S02BA03, S03BA02",PREDNISOLONE STEAGLATE
589,CHEMBL2105612,CCC(Oc1ccccc1)C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O,0,0.0,None,None,J01CE03,PROPICILLIN
590,CHEMBL24171,COc1c2ccoc2cc2oc(=O)ccc12,0,0.0,None,None,D05BA03,BERGAPTEN
591,CHEMBL191083,CN(C)c1ccc2nc3ccc(=[N+](C)C)cc-3sc2c1,0,0.0,None,None,None,METHYLENE BLUE
592,CHEMBL1697844,O=C(OCC1OC(O)(COC(=O)c2cccnc2)C(OC(=O)c2cccnc2)C1OC(=O)c1cccnc1)c1cccnc1,0,0.0,None,None,C10AD03,NICOFURANOSE
593,CHEMBL1898387,COc1ccc(C(=O)c2ccc(C)cc2)c(O)c1,0,0.0,None,None,None,MEXENONE
594,CHEMBL190279,CC(=O)C1CCC2C3CCC4CC(O)CCC4(C)C3C(=O)CC12C,0,None,None,vet_approved,N01AX05,ALFAXALONE
595,CHEMBL1908373,CN(C)c1ccc(C2CC3(C)C(CCC3(O)CCCO)C3CCC4=CC(=O)CCC4=C23)cc1,0,0.0,None,None,None,ONAPRISTONE
596,CHEMBL1908906,CNc1ccc(C=Cc2ccc(OCCOCCOCCF)cc2)cc1,0,0.0,None,None,None,FLORBETABEN
597,CHEMBL1908919,CNc1ccc(C=Cc2ccc(OCCOCCOCCF)nc2)cc1,0,0.0,None,None,None,FLORBETAPIR
598,CHEMBL1945778,COC(=O)C1C(c2ccc(I)cc2)CC2CCC1N2CCCF,0,0.0,None,None,None,IOFLUPANE
599,CHEMBL2105611,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)CCC(O)C(C)C)CC(O)CC1O,0,0.0,None,None,D05AX04,TACALCITOL
600,CHEMBL1987462,CCCCNCC(O)c1ccc(O)cc1,0,0.0,None,None,C04AA31,BAMETHAN
601,CHEMBL2096637,C=CC=CCC1=C(C)C(OC(=O)C2C(C=C(C)C(=O)OC)C2(C)C)CC1=O,0,0.0,None,None,None,PYRETHRINS
602,CHEMBL2103772,CC(=O)SCC(Cc1ccccc1)C(=O)NCC(=O)OCc1ccccc1,0,0.0,None,None,A07XA04,RACECADOTRIL
603,CHEMBL2103855,Cc1ccn(-c2cc(Cl)ccc2C(Oc2cc(-c3ccc(CC(N)C(=O)O)cc3)nc(N)n2)C(F)(F)F)n1,0,0.0,None,None,A16AX15,TELOTRISTAT
604,CHEMBL2104251,C=C(C#N)C(=O)OCCCC,0,0.0,None,None,None,ENBUCRILATE
605,CHEMBL2105131,CN(CC1(C)CCCO1)S(=O)(=O)c1ccc(Cl)c(S(N)(=O)=O)c1,0,0.0,None,None,C03BA05,MEFRUSIDE
606,CHEMBL2142890,CC(=O)NC(CCC(=O)O)C(=O)O,0,0.0,None,None,None,ACEGLUMATE
607,CHEMBL244888,O=C(NN=Cc1ccc([N+](=O)[O-])o1)c1ccc(O)cc1,0,0.0,None,None,A07AX03,NIFUROXAZIDE
608,CHEMBL447629,OC(CBr)C(O)C(O)C(O)CBr,0,0.0,None,None,L01AX01,MITOBRONITOL
